id,text,context,stance_label,impact_label
train_4081,"The Darkhorse comics that reference Luke's training from Yoda: “Mysterious are the ways of the Force.”, to which Luke says, “Did you just make me stand on my head for two hours because I was annoying you?” - Yoda: “Very mysterious.”","['""The Last Jedi"" is one of the weakest Star Wars movies so far.', 'The Last Jedi suffers from how it utilizes humor.', 'The use of humour was excessive, did not fit with the tone of the earlier movies, and undercut the drama of many scenes.']","['NULL', 'SUPPORT', 'SUPPORT', 'OPPOSE']",NOT_IMPACTFUL
train_4082,Government healthcare can make sure that the poor are taken care of.,"['Health care should be voluntary and market provided, not mandatory, nor provided or regulated by government.', 'Government control of healthcare can ensure higher quality or consistence of access and application.', 'Only government can ensure equality of healthcare availability, which is the only fair way to provide it.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4083,If the constitution itself is subject of a referendum the majority can change it according to its conception.,"['Democracies should not use referendums for policy decisions.', 'Referendums can lead to a tyranny of the majority.', 'Just because the tyranny of the majority is a possible outcome makes it neither likely nor inevitable. This warning therefore represents a slippery slope fallacy: just because a bad outcome can happen does not mean that it will happen.', 'Majority rule does not necessarily turn into a tyranny of the majority; democracies have safeguards that help prevent this.', 'The rights and freedoms of minorities are usually protected by the constitution, laws and courts that can be appealed to.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE']",MEDIUM_IMPACT
train_4084,White children experience privilege in school.,['All or most White Americans living in the U.S. today experience privileges exclusive only to whites.'],"['NULL', 'SUPPORT']",NOT_IMPACTFUL
train_4085,Teachers themselves can be provided the requisite knowledge.,"['Children should learn about gender identity and sexual orientation in school.', 'Teachers may not have the knowledge to convey the information, doing more harm than good.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4086,"Some 'knowledge crimes' such as insider trading, criminal conspiracy, or extortion can be performed in a subtle manner that would leave little or no evidence trail. For example, communications can be made using obtuse signals or codes and masked in seemingly-legitimate causes or motivations.","['Abolishing all aspects of privacy (through an omniscient public database of all observable actions) would be beneficial to those in liberal democracies.', 'The world would become safer and free of crime.']","['NULL', 'SUPPORT', 'OPPOSE']",MEDIUM_IMPACT
train_4087,"The perception that the character of the president is deeply flawed is irrelevant when the actual core policies he is proposing can be beneficial. The principle of compromising with a president of poor character is unimportant and irrelevant compared to pushing through policy that can actually benefit people's lives. If democrats can do this through compromise, they should therefore weight it as more important than whether or not Trump also benefits.","['Democrats should not cooperate with Donald Trump’s presidency.', 'Refusing to cooperate with or obstructing the other party when they are in government violates democratic norms and principles.', 'Elected officials, in order to truly represent their constituents, are expected to make changes based on what is best, not the party affiliated with those changes.', 'Co-operating with the Trump administration may not necessarily be for the best.', 'Cooperation with Trump will require trading away key Democratic priorities; this should be avoided at all costs.', 'Democrats can weigh the costs and benefits of cooperation on a case-by-case basis. It is highly unlikely that cooperation will always turn out to be a bad idea, so rather than adopting a blanket policy, Democrats should reserve cooperation for the few cases where it is rational.', 'A compromise necessarily benefits Trump too, otherwise there would be none. A compromise that benefits someone perceived as a sexist, homophobic and racist president is wrong in principle.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4088,"First Minister of Scotland Nicola Sturgeon claims it is ""likely"" that a referendum will take place before 2021.","['The UK should remain in the EU if a hard Brexit is the only alternative option.', 'A hard Brexit threatens the constitutional set-up of the United Kingdom and its associated territories, more so than overturning the referendum result and staying in the EU.', 'A hard Brexit could trigger a second independence referendum within Scotland.']","['NULL', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_4089,"A 100% percent ""tax"" is not a tax. It is rather expropriation.","['There should be a 100% inheritance tax on all inherited wealth above 1 million Euros.', 'It is not fair, that some who were lucky to be born into rich families, start their lives with a tremendous amounts of assets, while others have none.', 'This restricts basic property rights.']","['NULL', 'SUPPORT', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_4090,"Despite the fact that he was innocent, Sirius Black was the victim of numerous miscarriages of justice.","['Would we like to live in the world of Harry Potter?', 'The wizarding world is authoritarian, oppressive, and intrusive.', 'In Great Britain, the Ministry of Magic has authoritarian tendencies.', 'The wizarding world does not separate its executive or legislative from its judicial branch.', 'Due to the existence of magical methods of recalling memories and verifying the truthfulness of claims, the judicial system of the wizarding world does not need judicial independence in order to operate effectively.', 'The wizarding justice system lacks due process.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT']",IMPACTFUL
train_4091,"Police, which practically all societies have, sometimes face situations where they might have to kill somebody or risk their lives.","['The right thing to do is to pull the lever, diverting the trolley onto the side track where it will kill one person.', ""A human being is an end unto itself — individuals should never be treated as a means to an end. You shouldn't pull the lever because that makes one life a mere tool to save others."", 'There are many situations in which humans do become a means to an end.']","['NULL', 'OPPOSE', 'OPPOSE', 'OPPOSE']",MEDIUM_IMPACT
